
  0%|                                                                                                                                                                                        | 0/5421 [00:00<?, ?it/s]
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis

 27%|█████████████████████████████████████████████▉                                                                                                                               | 1439/5421 [03:19<08:38,  7.68it/s]
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis

 27%|██████████████████████████████████████████████▎                                                                                                                              | 1451/5421 [03:21<08:07,  8.14it/s]
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis

 27%|██████████████████████████████████████████████▉                                                                                                                              | 1470/5421 [03:23<06:55,  9.50it/s]
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis

 27%|███████████████████████████████████████████████▎                                                                                                                             | 1484/5421 [03:25<07:03,  9.30it/s]
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis

 28%|███████████████████████████████████████████████▉                                                                                                                             | 1504/5421 [03:27<06:55,  9.42it/s]
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis


 28%|█████████████████████████████████████████████████▏                                                                                                                           | 1542/5421 [03:31<06:42,  9.63it/s]
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis

 29%|█████████████████████████████████████████████████▊                                                                                                                           | 1561/5421 [03:33<06:39,  9.65it/s]
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis


 29%|███████████████████████████████████████████████████                                                                                                                          | 1599/5421 [03:37<06:40,  9.54it/s]
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis

 30%|███████████████████████████████████████████████████▌                                                                                                                         | 1617/5421 [03:39<06:30,  9.75it/s]
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis


 31%|████████████████████████████████████████████████████▊                                                                                                                        | 1656/5421 [03:43<07:16,  8.62it/s]
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis


 31%|██████████████████████████████████████████████████████                                                                                                                       | 1695/5421 [03:47<06:58,  8.90it/s]
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis

 31%|██████████████████████████████████████████████████████▍                                                                                                                      | 1705/5421 [03:49<08:24,  7.37it/s]
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis

 32%|███████████████████████████████████████████████████████                                                                                                                      | 1724/5421 [03:51<06:22,  9.67it/s]
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis

 32%|███████████████████████████████████████████████████████▋                                                                                                                     | 1744/5421 [03:53<07:04,  8.66it/s]
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis

 33%|████████████████████████████████████████████████████████▎                                                                                                                    | 1763/5421 [03:55<06:26,  9.47it/s]
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis

 33%|████████████████████████████████████████████████████████▊                                                                                                                    | 1781/5421 [03:57<06:20,  9.56it/s]
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis

 33%|█████████████████████████████████████████████████████████▍                                                                                                                   | 1801/5421 [03:59<07:18,  8.26it/s]
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis


 34%|██████████████████████████████████████████████████████████▋                                                                                                                  | 1839/5421 [04:03<05:59,  9.95it/s]
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis


 35%|███████████████████████████████████████████████████████████▉                                                                                                                 | 1878/5421 [04:07<06:15,  9.44it/s]
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis

 35%|████████████████████████████████████████████████████████████▌                                                                                                                | 1898/5421 [04:09<06:30,  9.03it/s]
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis

 35%|█████████████████████████████████████████████████████████████▏                                                                                                               | 1917/5421 [04:12<06:38,  8.79it/s]
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis

 36%|█████████████████████████████████████████████████████████████▌                                                                                                               | 1931/5421 [04:13<06:17,  9.25it/s]
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis

 36%|██████████████████████████████████████████████████████████████▏                                                                                                              | 1950/5421 [04:15<06:19,  9.14it/s]
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis
Actual class: cardinalis, Predicted class: cardinalis


 37%|███████████████████████████████████████████████████████████████▍                                                                                                             | 1987/5421 [04:19<05:56,  9.64it/s]
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
